6,4,Three
-66,4,Three
-6,4,Three
-30,4,Three
-42,4,Three
-18,4,Three
-6,4,Three
6,4,Three
-6,4,Three
-18,4,Three
18,4,Three
-42,4,Three
-54,4,Three
-66,5,Three
-42,5,Three
-30,5,Three
18,5,Three
-66,5,Three
-6,5,Three
6,5,Three
18,5,Three
-54,5,Three
-6,5,Three
-66,5,Three
-6,5,Three
18,5,Three
-30,5,Three
-66,5,Three
-6,5,Three
18,5,Three
-54,5,Three
-6,5,Three
18,5,Three
-54,1,Four
-6,1,Four
6,1,Four
-78,1,Four
-18,1,Four
-30,1,Four
18,1,Four
-78,1,Four
-54,1,Four
-66,1,Four
-6,1,Four
-66,1,Four
-30,1,Four
-42,1,Four
-18,1,Four
6,1,Four
18,1,Four
-42,1,Four
18,1,Four
-54,1,Four
-78,2,Four
-54,2,Four
-30,2,Four
6,2,Four
-78,2,Four
-78,2,Four
-66,2,Four
-6,2,Four
-78,2,Four
-42,2,Four
-6,2,Four
-42,2,Four
6,2,Four
-18,2,Four
-78,2,Four
-42,2,Four
6,2,Four
-18,2,Four
-18,2,Four
-78,2,Four
-18,3,Four
-54,3,Four
-66,3,Four
-66,3,Four
-54,3,Four
6,3,Four
-42,3,Four
-6,3,Four
-54,3,Four
-6,3,Four
-54,3,Four
-78,3,Four
18,3,Four
6,3,Four
-54,3,Four
6,3,Four
-78,3,Four
6,3,Four
-42,3,Four
18,3,Four
6,4,Four
-78,4,Four
-6,4,Four
-6,4,Four
-78,4,Four
6,4,Four
-54,4,Four
-18,4,Four
6,4,Four
-18,4,Four
-54,4,Four
-6,4,Four
-42,4,Four
-6,4,Four
-54,4,Four
-42,4,Four
-30,4,Four
18,4,Four
6,4,Four
6,4,Four
-18,5,Four
6,5,Four
-54,5,Four
-30,5,Four
-78,5,Four
6,5,Four
-18,5,Four
-18,5,Four
18,5,Four
6,5,Four
-42,5,Four
-18,5,Four
-18,5,Four
-78,5,Four
-6,5,Four
18,5,Four
-66,5,Four
-54,5,Four
-78,5,Four
6,5,Four

